T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG,Year,Month,Day
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,11,17
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,11,18
19.2,27,12,-,49,0,1.3,3,13,-,-,-,-,1,2015,11,19
18.8,27,12,-,57,0,1,2.6,11.1,-,-,-,-,1,2015,11,20
19.5,27,13,-,55,0,1.3,1.9,7.6,-,-,-,-,1,2015,11,21
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,11,22
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,11,23
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,11,24
19.4,27,13,-,50,0,2.4,8.5,22.2,-,-,-,-,-,2015,11,25
20.3,28,13,-,46,0,2.4,5.7,14.8,-,-,-,-,-,2015,11,26
18.1,22,12,-,66,0,1.6,5.2,16.5,-,-,-,-,1,2015,11,27
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,11,28
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,11,29
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,11,30
19.4,26,14,-,74,0,0.8,3.7,9.4,-,-,-,-,1,2015,12,1
18.6,25,14,-,60,0,1.1,3.3,11.1,-,-,-,-,-,2015,12,2
17.3,24,12,-,71,0,0.6,8.7,18.3,-,-,-,-,1,2015,12,3
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,12,4
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,12,5
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,12,6
18.7,26,13,-,70,0,0.8,4.8,13,-,-,-,-,1,2015,12,7
19.2,26,14,-,66,0,1,3.3,11.1,-,-,-,-,1,2015,12,8
18.8,23.8,13.4,-,73,0,1,8.3,22.2,-,-,-,-,1,2015,12,9
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,12,10
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,12,11
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,12,12
13.1,21.3,5,-,60,0,1.9,4.8,14.8,-,-,-,-,1,2015,12,13
13.1,21.3,6.8,-,54,0,1.9,9.4,18.3,-,-,-,-,-,2015,12,14
12.6,22.4,6,-,53,0,1.9,5.4,18.3,-,-,-,-,-,2015,12,15
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,12,16
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,12,17
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,12,18
12.3,21.2,6,-,62,0,1.4,4.8,14.8,-,-,-,-,1,2015,12,19
12.8,21.2,6,-,59,0,1.3,3.1,14.8,-,-,-,-,1,2015,12,20
12.7,20,6,-,64,0,1,3.7,9.4,-,-,-,-,1,2015,12,21
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,12,22
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,12,23
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,12,24
11.2,19,4,-,58,0,1.9,9.3,16.5,-,-,-,-,1,2015,12,25
13.3,21.2,6,-,52,0,1.6,7.6,18.3,-,-,-,-,1,2015,12,26
14.3,22.4,7.6,-,57,0,1.3,9.6,20.6,-,-,-,-,-,2015,12,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,12,28
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,12,29
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,12,30
